687,Deeptanshu,Boy,"Shining Light, Sun"
688,Deeptendu,Boy,Shining Moon
689,Deepti,Girl,"Glow, Shine"
690,Dehabhuj,Boy,Another Name For Lord Shiva
691,Devadutt,Boy,Gift From God
692,Devak,Girl,Divine
693,Devaki,Girl,Mother Of Lord Krishna
694,Devam,Boy,Hindu Baby
695,Devanand,Boy,Joy Of God
696,Devanee,Girl,Divine
697,Devang,Boy,Part Of God
698,Devangana,Girl,Celestial Maid
699,Devangi,Girl,Like A Goddess
700,Devansh,Boy,Part Of Devas
701,Devaraj,Boy,Lord Vishnu
702,Devarsh,Boy,God's Gift
703,Devarshi,Boy,Sage Of Devas
704,Devashish,Boy,Blessing Of The Gods( Debashish )
705,Devashree,Girl,Goddess Lakshmi
706,Devayani,Girl,Like a godess
707,Devdas,Boy,"Servant Of Lord , A Servant Of Temple"
708,Devendra,Boy,King Of Gods
709,Devesh,Boy,God Of Gods
710,Deveshi,Girl,Goddess Durga
711,Devguru,Boy,Teacher Of Gods ( Brihaspati )
712,Devi,Girl,Goddess
713,Devidas,Boy,Servant (Devotee) Of Godess
714,Devika,Girl,Mother Of Lord Krishna
715,Devilal,Boy,Son Of Godess
716,Devin,Boy,Resembling a god
717,Deviprasad,Boy,Gift Of A Godess
718,Devitri,Boy,Hindu Boy
719,Devkinandan,Boy,Son Of Devki - (Lord Krishna)
720,Devmani,Girl,Precious Stone
721,Devraj,Boy,King Of Gods ( Lord Indra)
722,Devrity,Boy,Hindu Boy
723,Devyani,Girl,Daughter Of Shukraacharya
724,Deyaan,Boy,Concentration
725,Dhananad,Boy,Pleasure Of Having Wealth
726,Dhananjay,Boy,"One Who Wins Wealth, Lord Arjun, Lord Vishnu."
727,Dhananjay Arjuna,Boy,Hindu Boy
728,Dhanaraj,Boy,King Of Wealth ( Kuber )
729,Dhanashri,Girl,Name Of A Raagini
730,Dhanesh,Boy,"Lord Of Wealth ( Kuber, Vishnu )"
731,Dhanishta,Girl,A Star
732,Dhanista,Girl,Name Of A Gopi Of Gukul
733,Dhanu,Boy,Man Of Wealth
734,Dhanvantari,Boy,Doctor Of Gods
735,Dhanya,Girl,"Thankful, Lucky"
736,Dharesh,Boy,"King, Lord Of Land"
737,Dharini,Girl,Earth
738,Dharma,Boy,Law ( Religious)
739,Dharma,Boy,Hindu Boy
740,Dharmadev,Boy,Lord Of Law
741,Dharmakeerti,Boy,Fame of religion
742,Dharmavira,Boy,Hindu Boy
743,Dharmendra,Boy,King Of Religion
744,Dharmesh,Boy,Master Of Religion
745,Dharmi,Girl,Religious
746,Dharmik,Boy,Religious
747,Dharuna,Boy,A Rishi
748,Dhatri,Boy,"A Son Of Vishnu, Lakshmi"
749,Dhaval,Boy,Fair Complexioned
750,Dheeraj,Boy,Bravery
751,Dhigana,Boy,Masti
752,Dhiraja,Girl,Born of tolerance
753,Dhiren,Boy,"One Who Is Strong, Powerful"
754,Dhirendra,Boy,Lord Of The Brave
755,Dhiwyannshu,Boy,Hindu Boy
756,Dhriti,Girl,Courage
757,Dhruv,Boy,"Pole Star, Unperturbed"
758,Dhruva,Boy,Son Of Uttanapad
759,Dhumal,Boy,Purple; Smoke Coloured
760,Dhureen,Boy,Accomplished
761,Dhwani,Girl,Sound
762,Dhyanam,Boy,Attentive
763,Digamber,Boy,"Nacked, Lord Shiva"
764,Diksha,Girl,Initiation
765,Dikshan,Boy,Hindu Boy
766,Dikshil,Boy,Hindu Boy
767,Dilanesh,Boy,Hindu Boy
768,Diler Brave,Boy,Hindu Boy
769,Dilip,Boy,"King, Ancestor Of Lord Rama"
770,Diliso,Boy,Beautiful Sky
771,Dinanath,Boy,Saviour Of The Downtrodden Or Poor
772,Dinar,Boy,Gold Coin
773,Dinesh,Boy,"Sun, God Of The Day"
774,Dinkar,Boy,Sun
775,Dinpal,Boy,Sun
776,Dipali,Girl,row of lights
777,Dipashri,Girl,Lamp
778,Dipen,Boy,Lord Of The Lamp
779,Dipinder,Boy,Hindu Boy
780,Dipten,Boy,Brightened
781,Dipti,Girl,Brightness
782,Dipu,Girl,"Flame, Light"
783,Disha,Girl,Direction
784,Dishita,Girl,Focus
785,Diva,Girl,Goddess Singer
786,Divakar,Boy,Sun
787,Divit,Boy,Immortal
788,Divjot,Boy,Divine Light
789,Divya,Girl,"Heavenly, Brilliant, Extraordinary"
790,Divyanshu,Boy,"Divine Light, Sun"
791,Divyendu,Boy,Bright Moon
792,Divyesh,Boy,Sun
793,Drishti,Girl,Sight
794,Drishya,Girl,Sight
795,Dristi,Girl,Sight
796,Druvan,Boy,Hindu Boy
797,Dulari,Girl,Dear
798,Duranjaya,Boy,A Heroic Son
799,Durga,Boy,Unreachable
800,Durga,Girl,Goddess Parvati
801,Durgadas,Boy,Servant ( A Devotee ) Of Godess Durga
802,Durgadutt,Boy,Gift From Godess Durga
803,Durgesh,Boy,Lord Of Fort
804,Durjaya,Boy,"Difficult To Conquer, Lord Vishnu"
805,Durmada,Boy,Hindu Boy
806,Durvish,Boy,One Who Cannot Be Affected By Poison (Lord Shiva)
807,Dvimidha,Boy,Hindu Boy
808,Dwaitha,Girl,"Disciplined, strong, stable,"
809,Dwarkadhish,Boy,Ruler Of Dwarka (Lord Krishna)
810,Dwarkanath,Boy,Lord Of Dwarka (Lord Krishna)
811,Dwijendra/Dwijesh,Boy,Moon
812,Dyaus,Boy,King Of Heaven And The First Man On Earth
813,Eashan,Boy,Lord Vishnu
814,Eesha,Girl,"Goddess Parvati, purity"
815,Eeshika,Girl,
816,Eiravati,Girl,"Lightening, Ravi River"
817,Ekachakra,Boy,Son Of Kashyapa
818,Ekalinga,Boy,Lord Shiva
819,Ekanga,Boy,A Bodyguard
820,Ekanthika,Girl,Born To Win
821,Eklavya,Boy,Student Who Learned Bow By Watching
822,Eknath,Boy,A Famous Poet-Saint Of India
823,"Ektaa, Ekta",Girl,Unity
824,Ela,Girl,Cardamom Tree
825,Elakshi,Girl,A Woman With Intellegent Eyes
826,Elamathi,Girl,The Crescent Moon
827,Elina,Girl,"Pure, Intelligent Greek"
828,Eravati,Girl,Name Of Goddess
829,Erisha,Girl,Speech
830,Esh,Boy,God
831,Esha,Girl,Desire
832,Esha,Girl,Desire; Want
833,Eshaan,Boy,Desiring And Wishing
834,Eshana,Girl,Search
835,Eshani,Girl,Goddess Parvathi
836,Eshita,Girl,One Who Desires
837,Eshwar,Boy,God
838,Eshwardutt,Boy,Gift Of God
839,Eva,Girl,Living
840,Ezhil,Girl,Oviyaa Beautiful Art (Tamil Name)
841,Falak,Boy,The Sky
842,Falak,Girl,Star
843,Falguni,Girl,
844,"Falguni, Phalguni",Girl,"Born In Falgun, A Hindu Month"
845,Farha,Girl,Happiness
846,Faria,Girl,Caravan
847,Fateh,Boy,Victory
848,Firaki,Girl,
849,Gaandhaari,Girl,Wife of dhritarashtra
850,Gaangey,Boy,Name of bheeshma
851,Gaargee,Girl,"Wife of yagyavalkya, a saint"
852,Gaathaa,Girl,Story
853,Gaayatree,Girl,"A sacred verse, a Goddess"
854,Gadaadhar,Boy,Name of lord Vishnu
855,Gagan,Boy,"The Sky, Heaven"
856,Gaganavihaaree,Boy,Wanderer in the heavens
857,Gagandeep,Boy,A Lamp In The Sky
858,Gajaanan,Boy,Elephant-faced
859,Gajagamini,Girl,Majestic- Like An Elephant's Walk
860,Gajalakshmi,Girl,Goddess Lakshmi
861,Gajanan,Boy,One With An Elephant Face ( Lord Ganesh)
862,Gajanand,Boy,Lord Ganesh
863,Gajbaahu,Boy,Who has strength of an elephant
864,Gajendra,Boy,Elephant King (Lord Airavat)
865,Gajendranath,Boy,Owner Of Gajendra (Lord Indra)
866,Gajkaran,Boy,Like ears of elephant
867,Gajlakshmee,Girl,Goddess Lakshmi
868,Gajpati,Boy,"Master of elephant, ganesha"
869,Gajra,Girl,String Of Flowers
870,Gajvadan,Boy,Name of lord ganesha
871,Gaman,Boy,Hindu Boy
872,Gambheer,Boy,"Deep, serious"
873,Ganak,Boy,An astrologer; Mathematician
874,Ganapati,Boy,Lord Ganesha
875,Ganaraj,Boy,Lord Of The Clan
876,Gandha,Girl,Aromatic
877,Gandhaa,Girl,A sweet smelling
878,Gandhali,Girl,Sweet scent
879,Gandharaj,Boy,"King Of Scent , Sandal - Wood"
880,Gandhari,Girl,Princess Name
881,Gandharv,Boy,Master in music
882,Gandharva,Boy,Musicians Of Gods
883,Gandhik,Boy,Fragrant
884,Ganesh,Boy,"Son Of Lord Shiva & Parwati , The Elephant -Headed God"
885,Ganga,Girl,A River In India
886,Gangaadhar,Boy,Name of lord Shiva
887,Gangadhar,Boy,"One Who Wears Ganga (Lord Shiva), Ocean"
888,Gangadutt,Boy,Gift Of Ganga
889,Gangesh,Boy,Lord Shiva
890,Gangi,Girl,Goddess Durga
891,Gangika,Girl,River ganga
892,Gangol,Boy,A precious
893,Gangotri,Girl,Glacier where the ganga originates
894,Gannaath,Boy,An epithet of Shiva
895,Garg,Boy,Name of a saint
896,Gargi,Girl,"Name Of A Learned Woman, Goddes Durga"
897,Garima,Girl,"Strength, Honor"
898,Garjan,Boy,Thunder
899,Garv,Boy,Proud
900,Gathika,Girl,Song
901,Gatik,Boy,Fast; Progressive
902,Gaura,Girl,Goddes Parvati
903,Gaurang,Boy,Fair Complexioned
904,Gaurav,Boy,"Honor, Respect, Pride"
905,Gauri,Girl,"Goddes Parvati, Fair Complexioned"
906,Gaurika,Girl,A Young Girl
907,Gaurikant,Boy,Husband Of Gauri ( Lord Shiva)
908,Gaurinandan,Boy,"Son Of Gauri (Lord Ganesh, Kartikeya )"
909,Gaurinath,Boy,Husband Of Gauri ( Lord Shiva)
910,Gaurish,Boy,Lord Shiva
911,Gaurishankar,Boy,Lord Shiva And Gauri ( Parvati )
912,Gautam,Boy,Hindu Boy
913,Gautami,Girl,River Godavari In India
914,Gayatri,Girl,Mother Of The Vedas
915,Geena,Girl,Silvery
916,Geet,Boy,Song
917,Geeti,Girl,A Song
918,Gehna,Girl,Ornament
919,Ghanashyam,Boy,"Dark Cloud, Lord Krishna"
920,Ghandeep,Boy,Hindu Boy
921,Ghanendra,Boy,Lord Of Clouds (Lord Indra )
922,Gharshit,Boy,Hindu Boy
923,Ghoshal,Boy,Hindu Boy
924,Giribala,Girl,Strong like a hill ; Nervy
925,Giridhar,Boy,One Who Holds ( Lifts ) Mountain (Lord Krishna)
926,Girija,Girl,Goddes Parvati
927,Girijanandan,Boy,Son Of Girija (Lord Ganesh)
928,Girilal,Boy,Son Of Mountain
929,Giriraj,Boy,Lord Of Mountain ( Himalaya )
930,Girish,Boy,God Of Mountain (Lord Shiva)
931,"Gita, Geeta",Girl,"Bhagwad Gita, A Zzzzzzholy Book Of Hindus"
932,Gitanjali,Girl,A Collection Of Poems
933,Gitika,Girl,A Short Song
934,Godavari,Girl,A River In India
935,Gogula,Boy,Lord Krishna
936,Gomati,Girl,A River In India
937,Gopal,Boy,"Lord Krishna, Cow Herd"
938,Gopan,Boy,Protection
939,Gopika,Girl,Cowherd Girls
940,Goshanraj,Boy,Lord Vengadasalabathi
941,Gourangi,Girl,A Fair Complexioned
942,Gouresh,Boy,Hindu Boy
943,Govind,Boy,Cowherd (Lord Krishna)
944,Govindini,Girl,Believer of lord venkateshwara
945,Gowshik,Boy,Hindu Boy
946,Gul,Boy,Hindu Boy
947,Gulab,Boy,Rose
948,Gulal,Boy,Auspicious powder
949,Gulshan,Boy,Garden Of Flowers
950,Gunaratna,Boy,Jewel Of Virtue
951,Gunasundari,Girl,Beautiful attitude
952,Gunavati,Girl,Honorable
953,Gunjal,Boy,
954,Gunjan,Girl,Humming
955,Gunjita,Girl,The Humming Of Bee
956,Gurbachan,Boy,Promise Or Words Of The Guru
957,Gurcharan,Boy,Feet Of The Guru
958,Gurdayal,Boy,Compassionate Guru
959,Gurdeep,Boy,Lamp Of The Guru
960,Gurjas,Boy,Fame Of Lord
961,Gurkiran,Boy,The ray of guru's light
962,Gurman,Boy,Heart Of Guru
963,Gurmeet,Boy,Friend Of The Guru
964,Gurnam,Boy,Name Of The Guru
965,Gursharan,Boy,Refuge At The Guru
966,Guru,Boy,"Master, Teacher , One Who Shows The Path"
967,Gurudas,Boy,Ervant Of The Guru
968,Gurudutt,Boy,Gift Of The Guru
969,Gyanda,Girl,Knowledgeable
970,Hanita,Girl,Divine Grace
971,Hansa,Girl,Swan
972,Hansaraj,Boy,King Of Swans
973,Hanshal,Boy,Swan Like
974,Hansika,Girl,Swan
975,Hansini,Girl,Swan
976,Hansraj,Boy,King Of Swans
977,Hanuman,Boy,"A Devotee Of Lord Ram, Son Of Anjani"
978,Hardik,Boy,Hindu Boy
979,Haresh,Boy,Lord Shiva
980,Hari,Boy,"Lord Vishnu, Monkey"
981,Haridutt,Boy,Gift Of Hari
982,Harihar,Boy,Lord Vishu And Lord Shiva Together
983,Harikiran,Boy,Rays of god
984,Harilal,Boy,Son Of Hari
985,Harina,Boy,Deer; Other Name For Lord Vishnu And Siva
986,Harini,Girl,Deer
987,Haripriya,Girl,"Consort Of Lord Vishnu, Goddess Lakshmi"
988,Harish,Boy,"Lord Shiva, King Of Monkeys ( Sugreev )"
989,Harishankar,Boy,Lord Vishnu And Lord Shankar (Shiva)
990,Harishita,Girl,"Pleased,happy"
991,Harita,Girl,Green Coloured
992,Harith,Boy,Green Colour
993,Harman,Boy,Everybody's Beloved
994,Harmendra,Boy,Moon
995,Harsh,Boy,Pleasure
996,Harsh,Girl,Happiness
997,Harsh joy,Boy,Hindu Boy
998,Harsha,Boy,"Delight, Joy"
999,Harsha,Girl,Happiness
1000,Harshad,Boy,One Who Gives Pleasure
1001,Harshal,Boy,A Lover
1002,Harshika,Girl,Joyful
1003,Harshini,Girl,Happy
1004,Harshita,Girl,Joyous
1005,Harshita,Girl,Happy
1006,Harshul,Boy,Deer
1007,Harshvardhan,Boy,"One Who Increases Joy, Happiness"
1008,Harsith,Boy,Smile
1009,Harteij,Boy,Radiance Of Lord
1010,Hasanthi,Girl,Pleasant
1011,Hastin,Boy,Elephant
1012,Havish,Boy,Lord Shiva
1013,Heena,Girl,A shrub
1014,Heer,Girl,Diamond
1015,Heera,Girl,Diamond
1016,Heet,Boy,Best?Wishing
1017,Hema,Girl,Golden
1018,Hemachandra,Boy,Golden Moon
1019,Hemadri,Boy,Mountain Of Gold
1020,Hemal,Boy,Hindu Boy
1021,Hemali,Girl,Coated With Gold
1022,Hemang,Boy,One With Shining Body
1023,Hemanga,Girl,Goldenbodied
1024,Hemangi,Girl,Golden Body
1025,Hemant,Boy,One Of The 6 Seasons ( Part Of Winter
1026,Hemaprakash,Boy,Golden Light
1027,Hemaraj,Boy,King Of Gold
1028,Hemavatinandan,Boy,Son Of Goddess Parvati ( Ganesh )
1029,Hemendra,Boy,Lord Of Gold
1030,Hemendu,Boy,Golden Moon.
1031,Hemkanta,Girl,Golden
1032,Hena,Girl,Flower
1033,Henna,Girl,Mehndi
1034,Heramba,Boy,"Boastful, Name Of Ganapati"
1035,Himal,Boy,Cool
1036,Himani,Girl,"Goddess Parvati,"
1037,Himank,Boy,Diamond
1038,Himanshu,Boy,One Radiating Cool Light ( Moon )
1039,Himmat,Boy,Courage
1040,Hiral,Girl,Lustrous
1041,Hiran,Boy,Gold
1042,Hiranmay,Boy,Like Gold
1043,Hiranya,Boy,Wealth
1044,Hiranya,Girl,Gold
1045,Hiresh,Boy,King Of Gems
1046,Hiten,Boy,Hindu Boy
1047,Hitendra,Boy,Hindu Boy
1048,Hitesh,Boy,Hindu Boy
1049,Hiya,Girl,Heart
1050,Hridayesh,Boy,King Of Heart
1051,Hridaynath,Boy,Beloved
1052,Hridyanshu,Boy,"Light From Heart, Moon"
1053,Hrishikesh,Boy,"One Who Controls Senses, Lord Krishna, Lord Vishnu"
1054,Hrithik,Boy,Hindu Boy
1055,Hrithikesh,Boy,Winner Of Every Heart
1056,Hrydesh,Boy,Hindu Boy
1057,Idhika,Girl,Goddess Parvathi
1058,Iha,Girl,The earth
1059,Ila,Girl,"Water , Earth, Daughter Of Manu"
1060,Ilesh,Boy,Lord Of Earth
1061,Ina,Boy,Lord Surya
1062,Ina,Girl,Mother
1063,Inaaya,Girl,Empathy
1064,Indeever,Boy,A Blue Lotus
1065,Indira,Girl,Goddess Lakshmi
1066,Indiresh,Boy,Another name for Lord Vishnu
1067,Indra,Boy,"King Of Gods, Most Strong,God Of Rain And Thunder"
1068,Indradutt,Boy,Gift Of Lord Indra
1069,Indrajit,Boy,Conquerer Of Lord Indra ( Meghnad)
1070,Indrakanta,Girl,Indrani ( Shachi )
1071,Indrakshi,Girl,One Having Beautiful Eyes
1072,Indraneel,Boy,Emerald
1073,Indrani,Girl,Wife Of Lord Indra
1074,Indranil,Boy,Another name for lord Shiva
1075,Indrayani,Girl,A Holy River
1076,Indrina,Girl,Deep
1077,Indu,Girl,Moon
1078,Indu,Girl,Moon
1079,Indubhushan,Boy,"Moon, Shiva"
1080,Induj,Boy,Mercury ( Planet )
1081,Induja,Girl,Narmada River In India
1082,Induja,Girl,Narmada River In India
1083,Indukala,Girl,Phases Of Moon
1084,Indukant,Boy,Moon
1085,Indukanta,Girl,Wife Of Moon ( Night )
1086,Indumati,Girl,Full Moon
1087,Indumukhi,Girl,With Moon-Like Face
1088,Induprabha,Girl,Moon Rays
1089,Indushekhar,Boy,Lord Shiva
1090,Inesh,Boy,King Of Kings
1091,Inrani,Girl,Spouse Of Lord Indira
1092,Ipsa,Girl,"Ambition, Desire"
1093,Ipsita,Girl,Desired
1094,Ira,Girl,Earth
1095,Iram,Girl,Garden In Paradise / Eden
1096,Iravan,Boy,Son Of Arjuna/Uloopi Hindu Boy
1097,Iravati,Girl,Full Of Water Or Milk
1098,Iresh,Boy,"Lord Of Earth, Vishnu"
1099,Irit,Girl,Daffodil
1100,Isha,Boy,One Who Protects Hindu Boy
1101,Isha,Girl,One Who Protects
1102,Ishan,Boy,"Sun, Lord Shiva, Lord Vishnu"
1103,Ishana,Boy,Another Name For Lord Vishnu
1104,Ishana,Girl,Rich
1105,Ishani,Girl,Goddess Durga
1106,Ishanvi,Girl,Parvathi
1107,Ishir,Boy,Another Name For Agni
1108,Ishita,Girl,"Mastery, Wealth"
1109,Ishpreet,Boy,Lover Of God
1110,Ishranth,Boy,Full of strength
1111,Ishrit,Boy,Hindu Boy
1112,Ishta,Girl,Another Name For Lord Vishnu
1113,Ishver,Boy,Hindu Boy
1114,Ishwar,Boy,"Powerful, The Supreme God"
1115,Ishwari,Girl,Goddess
1116,Ishwari,Girl,Goddess
1117,Ishwarya,Girl,God's Prosperity
1118,Iti,Girl,
1119,Iyla,Girl,Moonlight
1120,Jagad,Boy,Universe
1121,Jagadeep,Boy,Light Of The World
1122,Jagadeesh,Boy,"Lord Of The World, Lord Vishnu , God"
1123,Jagadev,Boy,Lord of the world
1124,Jagadish,Boy,Lord of the universe
1125,Jagajeet,Boy,Conquerer Of The World
1126,Jagajeevan,Boy,"Life Of The World, Worldly Life"
1127,Jagamohan,Boy,One Who Attracts The World ( Jagatmohan )
1128,Jagan,Boy,
1129,Jaganarayan,Boy,God Of The World ( Jagatnarayan )
1130,Jagannath,Boy,Lord Of The World
1131,Jagatbehari,Boy,World Traveler ( Jagvihari )
1132,Jagatkishor,Boy,World Child
1133,Jagatpal,Boy,Caretaker Of The World ( God )
1134,Jagatprabhu,Boy,God Of The World
1135,Jagatprakash,Boy,Light Of The World
1136,Jagatprana,Boy,Breath of the universe
1137,Jagatveer,Boy,Bravest In The World ( Jagveer )
1138,Jagriti,Girl,Awakening
1139,Jahi,Boy,Dignified
1140,Jahnavi,Girl,Ganga River In India
1141,Jaichand,Boy,Victory of the moon
1142,Jaideep,Boy,Victory to the light
1143,Jaidev,Boy,God Of Victory
1144,Jaikirti,Boy,Glory of victory
1145,Jaikrishna,Boy,Victory of Lord krishna
1146,Jainil,Boy,
1147,Jaisinha,Boy,Victorious lion
1148,Jaisukh,Boy,Joy of winning
1149,Jaithra,Boy,Lord Vishnu
1150,Jakarious,Boy,Peaceful Friend*
1151,Jalaja,Girl,Lotus
1152,Jalavirya,Boy,Son of water
1153,Jalbhushan,Boy,Ornament Of Water ( Means Wind)
1154,Jaldev,Boy,God Of Water (Lord Varun)
1155,Jaldhar,Boy,One Who Holds Water ( Meaning Cloud)
1156,Jalendu,Boy,Reflection Of The Moon In Water
1157,Jamadagni,Boy,Consuming fire
1158,Jamini,Girl,Night
1159,Jamuna,Girl,A Holy River In India
1160,Janak,Boy,"Father Of Sita According To Ramayana, Creator"
1161,Janaki,Girl,Daughter Of King Janak (Sita)
1162,Janakibhushan,Boy,Ornament Of Janki ( Lord Rama)
1163,Janakinath,Boy,Lord Rama
1164,Janakiraman,Boy,Lord Rama
1165,Janam,Boy,
1166,Janani,Girl,One Who Gives Birth
1167,Janardan,Boy,"One Who Helps People, Lord Vishnu"
1168,Janav,Boy,Protecting men
1169,Janesh,Boy,King
1170,Janhavi,Girl,River Ganga
1171,Janith,Boy,Born
1172,Janmesh,Boy,The King Of His Kundli
1173,Janya,Boy,Born
1174,Japan,Boy,Muttering prayers
1175,Japendu,Boy,Lord Shiva
1176,Japesh,Boy,Lord Shiva
1177,Jarnu,Boy,Moon
1178,Jasapal,Boy,Very famous
1179,Jashan,Boy,Celebration
1180,Jashith,Boy,Protector
1181,Jaskaran,Boy,Good Deeds
1182,Jasmin,Girl,Gift from God
1183,Jasraj,Boy,King Of Fame
1184,Jasveer,Boy,"Hero Of Fame, Victorious"
1185,Jaswant,Boy,Victorious ( Yashwant )
1186,Jatan,Boy,Nurturing
1187,Jatin,Boy,Hindu Boy
1188,Javesh,Boy,Related To God
1189,Jawahar,Boy,Jewel
1190,Jay,Boy,Victory
1191,Jaya,Girl,Victory
1192,Jayachand,Boy,Victory Moon
1193,Jayadeep,Boy,Light Of Victory
1194,Jayaditya,Boy,Victorious Sun
1195,Jayani,Girl,Shakti Of Lord Ganesha
1196,Jayant,Boy,"Victorious, Lord Vishnu"
1197,Jayanti,Girl,"Victorious, Durga"
1198,Jayapal,Boy,"King, Lord Vishnu, Lord Bramha"
1199,Jayaprabha,Girl,Light Of Victory
1200,Jayaprada,Girl,One Who Gives Victory
1201,Jayaprakash,Boy,Light Of Victory
1202,Jayashekhar,Boy,Crest Of Victory
1203,Jayashri,Girl,Goddess Of Victory
1204,Jayasudha,Girl,Nectar Of Victory
1205,Jayawant,Boy,Victorious
1206,Jayesh,Boy,Victor
1207,Jayita,Girl,Victorious
1208,Jaypal,Boy,The Kings Jester The One Who Laughs
1209,Jaysukh,Boy,Pleasure Of Victory
1210,Jeet,Boy,Victory
1211,Jeethesh,Boy,Hindu Boy
1212,Jeevan,Boy,Life
1213,Jeevana,Girl,Life
1214,Jeevika,Girl,Water
1215,Jhalak,Girl,Glimpse
1216,Jhanvi,Girl,"The river Ganga, daughter of Yaksha the wise"
1217,Jharna,Girl,A Stream
1218,Jheel,Girl,Lake
1219,Jhilmil,Girl,Sparkling
1220,Jigyasa,Girl,Curiosity
1221,Jilesh,Boy,Hindu Boy
1222,Jimuta,Boy,One Of 108 Names Of The Sun God
1223,Jinendra,Boy,Lord Of Life
1224,Jinesh,Boy,Hindu Boy
1225,Jishnu,Boy,"Triumphant, Arjun"
1226,Jiten,Boy,Hindu Boy
1227,Jitendra,Boy,Hindu Boy
1228,Jivana,Boy,One Of 108 Names Of The Sun God Hindu Boy
1229,Jivanta,Girl,To Give Life
1230,Jivika,Girl,Source of life
1231,Jivin,Boy,To Give Life Hindu Boy
1232,Jiya,Girl,Sweetheart
1233,Jnyandeep,Boy,Light Of Knowledge
1234,Jnyaneshwar,Boy,The God Of Wisdom
1235,Jogindra,Boy,Lord Shiva
1236,Jograj,Boy,"Yograj, King Of Yoga, Lord Krishna"
1237,Josh,Boy,"Enthusiasm, satisfaction, pleasure"
1238,Joshika,Girl,Young Maiden
1239,Joshita,Girl,Pleased
1240,Jovan,Boy,Not Sure; Nice
1241,Juhi,Girl,A Flower
1242,Juily,Girl,A Flower
1243,Jwalaprasad,Boy,Gift Of Flame
1244,Jyoti,Girl,"Flame, Light"
1245,Jyotika,Girl,Light
1246,Jyotiprakash,Boy,Light Of Flame
1247,Jyotiranjan,Boy,Happy Flame
1248,Jyotirdhar,Boy,"One Who Holds The Flame, Sun"
1249,Jyotirmaya,Boy,"Lord Vishnu, consisting of light"
1250,Jyotisa,Boy,Full of light
1251,Jyotsna,Girl,Moon Light
1252,Jyotsnapriya,Girl,Beloved of moon -light
1253,Jyran,Boy,Lost love
1254,Kaanchana,Girl,Gold
1255,Kaashi,Girl,Pilgrimage spot
1256,Kaavya,Girl,Poetry
1257,Kadambari,Girl,Goddess
1258,Kadambini,Girl,Clouds
1259,Kailash,Boy,"Name Of A Himalayan Peak, Abode Of Lord Shiva"
1260,Kailasnath,Boy,Kailashnath .... Lord Of Mount Kailash ( I.E Lord Shiva )
1261,Kairav,Boy,White Lotus
1262,Kaish,Boy,Lord Shiva
1263,Kaishori,Girl,Goddess Parvati
1264,Kaivalya,Girl,Liberation
1265,"Kajal, Kajol",Girl,"Eye-Liner, Kohl"
1266,Kajjali,Girl,"Eye-Liner, Kohl"
1267,Kajri,Girl,Light As A Cloud
1268,Kala,Girl,Art
1269,Kaladhar,Boy,One Who Shows Different Phases ( I.E. The Moon)
1270,Kalan,Boy,Warrior
1271,Kalanath,Boy,Moon
1272,Kalanidhi,Boy,"Moon, Lord Shiva"
1273,Kalavati,Girl,Artistic
1274,Kali,Girl,"Goddess Parvati, A Bud"
1275,Kalicharan,Boy,Feet Of Goddess Kali ( Goddess Durga)
1276,Kalidas,Boy,"Devotee Of Godess Kali, Name Of A Famous Poet Of India"
1277,Kalika,Girl,Loud
1278,Kalikesh,Boy,
1279,Kalindi,Girl,The River Yamuna
1280,Kalka,Girl,Durga
1281,Kalkin,Boy,Tenth Incarnation Of God Vishnu Hindu Boy
1282,Kallola,Girl,Name of a Raga
1283,Kallolee,Girl,Full Of Joy
1284,Kalpak,Boy,A Heavenly Tree
1285,Kalpana,Girl,Imagination
1286,Kalpanath,Boy,Hindu Boy
1287,Kalpini,Girl,"Idea, Imagination, Fancy"
1288,Kalpita,Girl,The Imagined
1289,kalpitha,Girl,Imagined
1290,Kalya,Girl,Pleasant
1291,Kalyan,Boy,"Good, Well-Being , Auspicious,"
1292,Kalyani,Girl,Auspicious
1293,Kamadev,Boy,"God Of Love (Lust), Cupid"
1294,Kamakshi,Girl,One With Lotus Like Eyes
1295,Kamakya,Girl,"Durga, Granter of wishes"
1296,Kamal,Boy,"Lotus Flower,Name Of A God"
1297,Kamal Nath,Boy,Lord Vishnu
1298,Kamala,Girl,Goddess Lakshmi
1299,Kamalakar,Boy,A Lake Where Lotus Grows
1300,Kamalaksh,Boy,One With Beautiful Lotus -Type Eyes
1301,Kamalakshi,Girl,One With Lotus Like Eyes
1302,Kamalbandhu,Boy,Friend Or Brother Of Lotus ( Sun)
1303,Kamalekshan,Boy,Lotus Eyed
1304,Kamalesh,Boy,God Of Lotus ( Lord Vishnu) (Kamaleshwar)
1305,Kamalika,Girl,Goddess Lakshmi
1306,Kamalini,Girl,Lotus
1307,Kamalkant,Boy,Lord Vishnu
1308,Kamalnath,Boy,Lord Vishnu
1309,Kamalnayan,Boy,One With Beautiful Lotus-Type Eyes
1310,Kamana,Girl,Desire
1311,Kamboj,Boy,"Conch Shell, Elephant"
1312,Kamika,Girl,Desired
1313,Kamini,Girl,A Beautiful Women
1314,Kamlapati,Boy,Lord Vishnu
1315,Kamlesh,Boy,Hindu Boy
1316,Kamna,Girl,Wish
1317,Kamnika,Girl,Beautiful
1318,Kamran,Boy,Success
1319,Kamya,Girl,Capable
1320,Kanai,Boy,Lord Krishna
